index,c_ethnicity_code,c_group_code,c_subgroup_code,c_altname_code,c_name_chn,c_name,c_ethno_legal_cat,c_romanized,c_surname,c_notes,JiuTangShu,XinTangShu,JiuWudaiShi,XinWudaiShi,SongShi,LiaoShi,JinShi,YuanShi,MingShi,QingShiGao,c_sortorder
279,280,131,14.0,1.0,察台,cha tai,Mongol,Cha'adai,S,"""C. Atwood note:Cha'adai: surname derived from the plural of Chaghan~Cha'an """"white"""". There were """"Cha'ad"""" among the Jalayir (alternative of Chaghad Jalayir below) and the Tatars. Ethno-legal status Mongol.""",,,,,,,,,,,278.0
280,281,131,15.0,1.0,札剌兒,zha la er,Mongol,Jalayir,,"""C. Atwood note:Jalayir; Jalar is a divergent pronunciation, probably derived from the Kitan pronunciation of the term; ethno-legal category Mongol""",,,,,,,,,,,279.0
281,282,131,15.0,2.0,札剌台,zha la tai,Mongol,Jalayirdai,,C. Atwood note:Jalayirdai (see above),,,,,,,,,,,280.0
282,283,131,15.0,3.0,札剌歹,zha la dai,Mongol,Jalayirdai,,C. Atwood note:Jalayirdai (see above),,,,,,,,,,,281.0
283,284,131,15.0,4.0,察哈札剌兒,cha ha zha la er,Mongol,Chaghad Jalayir,S,"""C. Atwood note:Chaghad Jalayir; surname; ethno-legal category Mongol. Jalayir (~Jalar) plus adjective Chaghad (plural of Chaghan """"white"""")""",,,,,,,,,,,282.0
284,285,131,16.0,1.0,巴魯剌思,ba lu la si,Mongol,Barulas,,C. Atwood note:Barulas: ethno-legal category Mongol,,,,,,,,,,,283.0
285,286,131,17.0,1.0,度禮班,du li ban,Mongol,Dörben,,C. Atwood note:Dörben; ethno-legal category Mongol,,,,,,,,,,,284.0
286,287,131,17.0,2.0,朶羅,duo luo,Mongol,Dörben,,C. Atwood note:Probably a version of Dörben with the character for -ben dropped,,,,,,,,,,,285.0
287,288,131,18.0,1.0,弘吉剌,hong ji la,Mongol,Qonggirad,S,C. Atwood note:Qonggirad; surname; ethno-legal category Mongol,,,,,,,,,,,286.0
288,289,131,19.0,1.0,忙兀,mang wu,Mongol,Mangghud,,C. Atwood note:Mangghud~Mang'ud (see entry for Tangghud~Tang'ud on this alternation). Category Mongol,,,,,,,,,,,287.0
289,290,131,19.0,2.0,忙兀台,mang wu tai,Mongol,Mangghudai,,"""C. Atwood note:Mangghud~Mang'ud (see entry for Tangghud~Tang'ud on this alternation). Here with Gentilic suffix, thus Mangghudai~Mang'udai. Category Mongol""",,,,,,,,,,,288.0
290,291,131,19.0,3.0,忙忽特,mang hu te,Mongol,Mangghud,,"""C. Atwood note:Mangghud here, te 特 charater is likely a  Qing interpollation""",,,,,,,,,,,289.0
291,292,131,20.0,1.0,脫托歷,tuo tuo li,Mongol,Totoqli,,"""C. Atwood note:Totoqli; group name found among Tatars and Merkid, also in form Tutuqli'ud. Derives from Tang era 都督 with Turkic suffix li(q) and Mongolian plural 'ud, meaning """"those ruled by a 都督“; ethno-legal category Mongol. This particular form seems influenced by Qing transcriptions.""",,,,,,,,,,,290.0
292,293,131,20.0,2.0,脫脫里,tuo tuo li,Mongol,Totoqli,,"""C. Atwood note:Totoqli; group name found among Tatars and Merkid, also in form Tutuqli'ud. Derives from Tang era 都督 with Turkic suffix li(q) and Mongolian plural 'ud, meaning """"those ruled by a 都督“; ethno-legal category Mongol""",,,,,,,,,,,291.0
293,294,131,20.0,3.0,脫里,tuo li,Mongol,Totoqli,,C. Atwood note:Has an initial 脱 been dropped here?,,,,,,,,,,,292.0
294,295,131,20.0,4.0,按攤脫脫里,an tan tuo tuo li,Mongol,Altan Totoqli,S,"""C. Atwood note:Altan Totoqli; Totoqli is a surname (also in form Tutuqli'ud), altan is a prefix meaning golden. Probably pre-Chinggisid Merkid or Tatar, but ethno-legal category Mongol""",,,,,,,,,,,293.0
295,296,131,20.0,5.0,脫脫里台,tuo tuo li tai,Mongol,Totoqlidai,,"""C. Atwood note:Totoqlidai (Totoqli, plus gentilic suffix -dai); group name found among Tatars and Merkid, also in form Tutuqli'ud. Derives from Tang era 都督 with Turkic suffix li(q) and Mongolian plural 'ud, meaning """"those ruled by a 都督“; ethno-legal category Mongol""",,,,,,,,,,,294.0
296,297,131,21.0,1.0,揑古思,nie gu si,Mongol,Negüs,S,"""C. Atwood note:Negüs, surname; ethno-legal category Mongol. 思 is not mistaken.""",,,,,,,,,,,295.0
297,298,131,21.0,2.0,揑古台,nie gu tai,Mongol,Negüdei,S,"""C. Atwood note:Negüdei, surname; ethno-legal category Mongol. -dai is the gentilic suffix""",,,,,,,,,,,296.0
298,299,131,21.0,3.0,揑古䚟,nie gu dai,Mongol,Negüdei,S,C. Atwood note:Negudei; surname; ethno-legal category Mongol. 䚟 is rare complex form of  歹,,,,,,,,,,,297.0
299,300,131,22.0,1.0,斡剌納兒,wo la na er,Mongol,Oranar,S,"""C. Atwood note:Oranar; surname; ethno-legal category Mongol. Same as Oronar, but in a Western dialect pronunciation.""",,,,,,,,,,,298.0
300,301,131,22.0,2.0,斡羅納兒,wo luo na er,Mongol,Oronar,S,C. Atwood note:Oronar; surname; ethno-legal category Mongol,,,,,,,,,,,299.0
301,302,131,22.0,3.0,斡耳那,wo er na,Mongol,Oronar,S,C. Atwood note:Oronar; surname; ethno-legal category Mongol,,,,,,,,,,,300.0
302,303,131,22.0,4.0,斡魯納台,wo lu na tai,Mongol,Oronar,S,C. Atwood note:Oronar; surname; ethno-legal category Mongol; Oronadai (with gentilic suffix -dai),,,,,,,,,,,301.0
303,304,131,23.0,1.0,斡勒忽訥,wo le hu na,Mongol,Olqunud,S,"""C. Atwood note:Olqunud; surname, associated with Qonggirad; ethno-legal category Mongol""",,,,,,,,,,,302.0
304,305,131,24.0,1.0,斡帖格歹,wo tie ge dai,Mongol,Ötegedei,S,"""C. Atwood note:Ötegedei; surname; ethno-legal category Mongol; ötege (""""old men"""") plus the gentilic suffix -dai.""",,,,,,,,,,,303.0
305,306,131,25.0,1.0,晃合丹,huang he dan,Mongol,Qongqotan,S,C. Atwood note:Qongqotan; surname; ethno-legal category Mongol,,,,,,,,,,,304.0
306,307,131,25.0,2.0,晃豁壇,huang huo tan,Mongol,Qongqotan,S,C. Atwood note:Qongqotan; surname; ethno-legal category Mongol,,,,,,,,,,,305.0
307,308,131,26.0,1.0,札只剌,zha zhi la,Mongol,Jajirad,,C. Atwood note:Jajirad; ethno-legal category Mongol,,,,,,,,,,,306.0
308,309,131,26.0,2.0,札只剌歹,zha zhi la dai,Mongol,Jajiradai,,C. Atwood note:Jajiradai; Jajirad with the gentilic suffix -dai; ethno-legal category Mongol,,,,,,,,,,,307.0
309,310,131,27.0,1.0,朮溫台,zhu wen tai,Mongol,Ji'ündei,,"""C. Atwood note:Jü'ündei; another version of the term Ji'ün (see Ji'ündei) or Jüin, used for borders in the service of the Jin, some in Inner Mongolia, others among the Tatars and Merkid; ethno-legal status Mongol. """,,,,,,,,,,,308.0
310,311,131,27.0,2.0,只溫台,zhi wen tai,Mongol,Ji'ündei,,"""C. Atwood note:Ji'ündei; a group name associated with the military units known as Jiu 糺 (see below), attested both on the Jin frontier and among Tatars and Merkid; spellings highly variable: Ji'ün, Jü'ün (see below) or Jüin; ethno-legal status Mongol""",,,,,,,,,,,309.0
311,312,131,27.0,3.0,束呂糺,shu lv jiu,Mongol,Ji'ün,,"""C. Atwood note:Jiu here is the Chinese for Ji'ün~Jü'ün~Jüin (found in SHM as Jüin, often transcribed as Jüyin).""",,,,,,,,,,,310.0
312,313,131,28.0,1.0,格泥格里,ge ni ge li,Mongol,Keniges,S,"""C. Atwood note:Seems like a singular form (unattested elsewhere) of Keniges, a surname; ethno-legal status Mongol.""",,,,,,,,,,,311.0
313,314,131,29.0,1.0,蔑兒乞,mie er qi,Mongol,Merkid,,C. Atwood note:Merkid; ethno-legal category Mongol,,,,,,,,,,,312.0
314,315,131,29.0,2.0,蔑里吉,mie li ji,Mongol,Merkid,,C. Atwood note:Merkid; ethno-legal category Mongol,,,,,,,,,,,313.0
315,316,131,29.0,3.0,默而吉台,mo er ji tai,Mongol,Merkid,,C. Atwood note:Merkidei (Merkid plus gentilic suffix dai); ethno-legal category Mongol,,,,,,,,,,,314.0
316,317,131,29.0,4.0,蔑兒吉歹,mie er ji dai,Mongol,Merkidei,,"""C. Atwood note:Merkid; but with gentilic suffix -dai, i.e. Merkidei""",,,,,,,,,,,315.0
317,318,131,29.0,5.0,蔑兒吉䚟,mie er ji dai,Mongol,Merkidei,,"""C. Atwood note:Merkid; but with gentilic suffix -dai, i.e. Merkidei; 䚟 is a complex form of 歹""",,,,,,,,,,,316.0
318,319,131,29.0,6.0,滅里乞台,mie li qi tai,Mongol,Merkidei,,C. Atwood note:Merkidei; ethno-legal category Mongol; Merkid plus gentilic ending -dai.,,,,,,,,,,,317.0
319,320,131,30.0,1.0,火魯剌,huo lu la,Mongol,Ghorulas,S,C. Atwood note:Ghorulas ( same as Ghorolas below; origin of name of modern-day Gorlos Mongol Aut. Country in Jilin province); surname associated with the Qonggirad; ethno-legal category Mongol,,,,,,,,,,,318.0
320,321,131,30.0,2.0,豁羅剌思,huo luo la si,Mongol,Ghorolas,S,C. Atwood note:Ghorolas (same as Ghorulas above); surname; ethno-legal category Mongol,,,,,,,,,,,319.0
321,322,131,31.0,1.0,珊竹,shan zhu,Mongol,Salji'ud,S,C. Atwood note:Salji'ud; surname; ethno-legal category Mongol,,,,,,,,,,,320.0
322,323,131,32.0,1.0,塔塔兒,ta ta er,Mongol,Tatar,,,,,,,,,,,,,321.0
323,324,131,32.0,2.0,塔塔,ta ta,Mongol,Tatar,,,,,,,,,,,,,322.0
324,325,131,32.0,3.0,答答,da da,Mongol,Tatar,,,,,,,,,,,,,323.0
325,326,131,32.0,4.0,達達兒,da da er,Mongol,Tatar,,"""C. Atwood note:Tatar (Dadar appears to be a variant pronunciation, although exactly where it was said that way I don't know)""",,,,,,,,,,,324.0
326,327,131,32.0,5.0,答答帶,da da dai,Mongol,Tatardai,,C. Atwood note:Tatardai: Tatar plus gentilic suffix -dai; ethno-legal status: Mongol,,,,,,,,,,,325.0
327,328,131,32.0,6.0,答答里帶,da da li dai,Mongol,Tatardai,,C. Atwood note:Tatardai: Tatar plus gentilic suffix -dai; ethno-legal status: Mongol,,,,,,,,,,,326.0
328,329,131,33.0,1.0,斡亦剌,wo yi la,Mongol,Oyirad,,C. Atwood note:Oyirad (in the usual Yuan transcription),,,,,,,,,,,327.0
329,330,131,33.0,2.0,衛拉特,wei la te,Mongol,Oyirad,,"""C. Atwood note:Oyirad; ethno-legal category Mongol. Transcription here is a Qing-era transcription, not a Yuan one.""",,,,,,,,,,,328.0
330,331,131,34.0,1.0,許兀愼,xu wu shen,Mongol,Hü'üshin,S,"""C. Atwood note:Actually it's Hü'üshin, surname of Boroghul, the great official. This surname also gave its name to Üüshin banner in current day Ordos municipality, SW Inner Mongolia.""",,,,,,,,,,,329.0
331,332,131,35.0,1.0,遜都思,xun dou si,Mongol,Suldus,S,C. Atwood note:Suldus; surname; category Mongol,,,,,,,,,,,330.0
332,333,131,36.0,1.0,那牙兀,na ya wu,Mongol,Noyaq,S,C. Atwood note:Seems to be Noya'ud. This is not attested but should be a plural -ud of a root Noyaq. This root Noyaq in turn may be the origin of the attested Mongol family name Noyagin (-gin is a gentilic suffix). So I guess that Noya'd is most likely an alternative form of the surname Noyagin. If so ethno-legal category is Mongol,,,,,,,,,,,331.0
333,334,131,37.0,1.0,阿魯剌,a lu la,Mongol,Arulad,S,"""C. Atwood note:Arulad (same as Arlad), surname; ethno-legal category Mongol""",,,,,,,,,,,332.0
334,335,131,37.0,2.0,阿兒剌,a er la,Mongol,Arlad,S,"""C. Atwood note:Arlad, that is a variant of Arulad without the -u-; surname; ethno-legal category Mongol""",,,,,,,,,,,333.0
335,336,131,38.0,1.0,雪泥惕,xue ni ti,Mongol,Sönid,S,"""C. Atwood note:Sönid; surname, ethno-legal category Mongol""",,,,,,,,,,,334.0
336,337,131,39.0,1.0,塔兒忽惕,ta er hu ti,Mongol,Targhud,,"""C. Atwood note:Targhud, surname probably affiliated in pre-Chinggisid times with the Tayichi'ud; ethno-legal category Mongol""",,,,,,,,,,,335.0
337,338,131,40.0,1.0,按赤歹,an chi dai,,Alchidai,,"""C. Atwood note:Alchidai; probably the name Alchi, attested in the compound Alchi Tatar, with the gentilic -dai suffix. Alchi should be an adjective, but its meaning is disputed. It appears mostly in areas on the Mongolic-Tungusic linguistic interface.""",,,,,,,,,,,336.0
338,339,132,2.0,1.0,兀速兒吉,wu su er ji,Jurchen,Usurgi,,C. Atwood note:could be Usurgi; from context seems a Jurchen or other Manchurian group,,,,,,,,,,,339.0
339,340,132,3.0,1.0,女真完顏,nv zhen wan yan,,Jurchen-Wanyan,S,Kitan surname; it Yuan appears as a tribal name in some usages,,,,,,,,,,,340.0
340,341,132,4.0,1.0,女真抹撚,nv zhen mo nian,,Jurchen-Monian,S,Kitan surname; it Yuan appears as a tribal name in some usages,,,,,,,,,,,341.0
341,342,132,,,女真蒲察,nv zhen pu cha,,Jurchen-Pucha,S,Kitan surname; it Yuan appears as a tribal name in some usages,,,,,,,,,,,337.0
342,343,133,1.0,1.0,烏茶,wu cha,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,342.0
343,344,133,1.0,2.0,烏伏那,wu fu na,,,,,,,,,,,,,,,343.0
344,345,133,1.0,3.0,烏萇,wu chang,,,,,,,,,,,,,,,344.0
345,346,192,3.0,2.0,安,an,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,485.0
346,347,134,2.0,1.0,那揭,na jie,,,,亦[中天竺]屬國也（新唐書）,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,345.0
347,348,134,3.0,1.0,布豁,bu huo,,,,,,,,,,,,,,,346.0
348,349,134,4.0,1.0,捕喝,bu he,,,,,,,,,,,,,,,347.0
349,350,134,5.0,1.0,忸蜜,niu mi,,,,忸蜜（元魏）,,,,,,,,,,,348.0
350,351,135,1.0,1.0,東安,dong an,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,349.0
351,352,135,2.0,1.0,喝汗,he han,,,,,,,,,,,,,,,350.0
352,353,136,1.0,1.0,東曹,dong cao,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,351.0
353,354,136,2.0,1.0,率都沙那,lv dou sha na,,,,,,,,,,,,,,,352.0
354,355,136,2.0,2.0,蘇對沙那,su dui sha na,,,,,,,,,,,,,,,353.0
355,356,136,2.0,3.0,劫布呾那,jie bu ya na,,,,,,,,,,,,,,,354.0
356,357,136,2.0,4.0,蘇都識匿,su dou shi ni,,,,,,,,,,,,,,,355.0
357,358,137,1.0,1.0,西曹,xi cao,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,356.0
358,359,192,5.0,2.0,曹,cao,,,,曹（隋）,,,,,,,,,,,489.0
359,360,138,1.0,1.0,中曹,zhong cao,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,357.0
360,361,192,4.0,2.0,石,shi,,,,漢大宛北鄙也（新唐書）,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,487.0
361,362,139,1.0,2.0,柘支,zhe zhi,,,,,,,,,,,,,,,358.0
362,363,139,1.0,3.0,柘折,zhe zhe,,,,,,,,,,,,,,,359.0
363,364,139,1.0,4.0,赭時,zhe shi,,,,,,,,,,,,,,,360.0
364,365,140,1.0,1.0,碎葉,sui ye,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,361.0
365,366,141,1.0,1.0,怖捍,bu han,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,362.0
366,367,192,7.0,2.0,米,mi,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,493.0
367,368,142,1.0,2.0,彌末,mi mo,,,,,,,,,,,,,,,363.0
368,369,142,1.0,3.0,弭秣賀,mi mo he,,,,,,,,,,,,,,,364.0
369,370,192,6.0,2.0,何,he,,,,康居小王附墨城故地（新唐書）,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,491.0
370,371,143,2.0,1.0,屈霜你迦,qu shuang ni jia,,,,,,,,,,,,,,,365.0
371,372,143,3.0,1.0,貴霜匿,gui shuang ni,,,,,,,,,,,,,,,366.0
372,373,144,1.0,1.0,火尋,huo xun,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,367.0
373,374,144,2.0,1.0,貨利習彌,huo li xi mi,,,,,,,,,,,,,,,368.0
374,375,144,3.0,1.0,過利,guo li,,,,,,,,,,,,,,,369.0
375,376,192,8.0,2.0,史,shi,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,495.0
376,377,145,2.0,1.0,佉沙,qu sha,,,,,,,,,,,,,,,370.0
377,378,145,3.0,1.0,羯霜那,jie shuang na,,,,,,,,,,,,,,,371.0
378,379,146,1.0,1.0,那色波,na se bo,,,,蓋為史所役屬．居吐火羅故地（新唐書）,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,372.0
379,380,146,2.0,1.0,小史,xiao shi,,,,,,,,,,,,,,,373.0
380,381,147,1.0,1.0,小勃律,xiao bo lv,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,374.0
381,382,148,1.0,1.0,哥羅,ge luo,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,375.0
382,383,148,1.0,2.0,箇羅,ge luo,,,,,,,,,,,,,,,376.0
383,384,148,2.0,1.0,哥羅富沙羅,ge luo fu sha luo,,,,,,,,,,,,,,,377.0
384,385,149,1.0,1.0,拘蔞蜜,ju lou mi,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,378.0
385,386,150,1.0,1.0,松外蠻,song wai man,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,379.0
386,387,151,1.0,1.0,附國,fu guo,,,,蓋漢西南夷也（新唐書）,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,380.0
387,388,152,1.0,1.0,三濮,san pu,,,,[即文面濮、赤口濮、黑僰濮],FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,381.0
388,389,153,1.0,1.0,徽州蠻,hui zhou man,,,,唐溪峒州（宋史）,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,382.0
389,390,154,1.0,1.0,甲峒蠻,jia dong man,,,,役屬交阯（宋史）,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,383.0
390,391,155,1.0,1.0,白族,bai zu,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,384.0
391,392,170,2.0,1.0,高句驪,gao gou li,,Koguryo,,,,,,,,,,,,,387.0
392,393,170,4.0,1.0,肅良合,su liang he,Han,Solanggha,,C. Atwood note:Solanggha; Mongolian for Korean; ethno-legal category Han,,,,,,,,,,,389.0
393,394,170,4.0,2.0,肅良合台,su liang he tai,Han,Solangghadai,,"""C. Atwood note:Solanggha with the gentilic suffix dai, i.e. Solangghadai; Mongolian for Korean; ethno-legal category Han""",,,,,,,,,,,390.0
394,395,171,1.0,1.0,哈剌乞丹,ha la qi dan,,Qara-Kitan,,C. Atwood note:Qara-Kitan; ethno-legal status: Semuren?,,,,,,,,,,,392.0
395,396,171,1.0,2.0,哈剌乞,ha la qi,,Qara-Kitan,,C. Atwood note:Probably Qara-Ki[tan] with a missing dan 丹 character; ethno-legal status: Semuren?,,,,,,,,,,,393.0
396,397,172,1.0,1.0,色目人,se mu ren,Semuren,,,ethno-legal category in Yuan for non-Mongol tribes from Inner and Central Asia,,,,,,,,,,,394.0
397,398,172,1.0,2.0,色目,se mu,,,,,,,,,,,,,,,395.0
398,399,172,2.0,1.0,木速蠻,mu su man,Semuren,Musulman,,C. Atwood note:Musulman (=Muslim); Mongolian from the Khorazmian pronunciation of Muslim; ethno-legal status Semuren.,,,,,,,,,,,396.0
399,400,172,2.0,2.0,木速魯蠻,mu su lu man,Semuren,Musulman,,C. Atwood note:Musulman; Mongolian from the Khorazmian pronunciation of Muslim; ethno-legal status Semuren.,,,,,,,,,,,397.0
400,401,172,3.0,1.0,不花剌,bu hua la,Semuren,Buqara,,"""C. Atwood note:Buqara (Mongolian spelling, from Bukhara, the city); Ethno-legal category Semuren""",,,,,,,,,,,398.0
401,402,172,4.0,1.0,乃蠻,nai man,Semuren,Naiman,,"""C. Atwood note:Naiman; ethno-legal category, Semuren (at least according to Tao Zongyi, but there's some controversy over that).""",,,,,,,,,,,399.0
402,403,172,4.0,2.0,乃馬真,nai ma zhen,Semuren,Naimanjin,,"""C. Atwood note:equals Naiman, with the feminine gentilic suffix -jin; Semuren""",,,,,,,,,,,400.0
403,404,172,5.0,1.0,達魯乃蠻,da lu nai man,,,,,,,,,,,,,,,401.0
404,405,172,5.0,2.0,也里可溫,ye li ke wen,Semuren,Erek'ün,,"""C. Atwood note:Erek'ün, singular, plural is Erke'üd. Refers to Christian clergy (most of whom were probably Syriac in origin, but often lived among Ongguds, Kereyids, etc.; ethno-legal category probably Semuren.""",,,,,,,,,,,402.0
405,406,172,6.0,1.0,伽乃,ga nai,Semuren,Ganai,,"""C. Atwood note:Could be Ganai~Kanai~Kane~Gane. The context indicates this is some surname or social status of Kashmir; ethno-legal status, Semuren.""",,,,,,,,,,,403.0
406,407,172,7.0,1.0,匣剌魯,xia la lu,Semuren,Qarluq,,"""C. Atwood note:Qarluq; Turkic people on the N. Xinjiang, Kazakhstan border. Ethno-legal status Semuren.""",,,,,,,,,,,404.0
407,408,172,7.0,2.0,哈剌魯,ha la lu,Semuren,Qarluq,,"""C. Atwood note:Qarluq; Turkic people on the N. Xinjiang, Kazakhstan border. Ethno-legal status Semuren.""",,,,,,,,,,,405.0
408,409,172,7.0,3.0,哈兒魯,ha er lu,Semuren,Qarluq,,"""C. Atwood note:Qarluq; Turkic people on the N. Xinjiang, Kazakhstan border. Ethno-legal status Semuren.""",,,,,,,,,,,406.0
409,410,172,7.0,4.0,合魯,he lu,Semuren,Qarluq,,C. Atwood note:could be Qarluq (and lots of other things).,,,,,,,,,,,407.0
410,411,172,7.0,5.0,哈魯,ha lu,Semuren,Qarluq,,"""C. Atwood note:Could be Qarluq, if we assume that the two liquids in a row (-rl-) were transcribed by a single Chinese liquid -l-; said to be semuren in the Tao Zongyi list (1/13)""",,,,,,,,,,,408.0
411,412,172,7.0,6.0,哈魯台,ha lu tai,Semuren,Qarludai,,"""C. Atwood note:Could be Qarludai (Qarluq+gentitlic -dai), if we assume that the two liquids in a row (-rl-) were transcribed by a single Chinese liquid -l-; said to be semuren in the Tao Zongyi list (1/13)""",,,,,,,,,,,409.0
412,413,172,7.0,7.0,罕祿魯,han lu lu,Semuren,Qarluq,,"""C. Atwood note:Qarluq; Turkic people on the N. Xinjiang, Kazakhstan border. Ethno-legal status Semuren.""",,,,,,,,,,,410.0
413,414,172,8.0,1.0,康里,kang li,Semuren,Qanglï,,C. Atwood note:Qanglï; Turkic speaking ethnic group in current day Kazakhstan; ethno-legal category Semuren,,,,,,,,,,,411.0
414,415,172,9.0,1.0,斡羅台,wo luo tai,Semuren,Oros,,"""C. Atwood note:Orodai; Oros ( equals Rus', Russian) with the gentilic suffix -dai; ethno-legal category Semuren """,,,,,,,,,,,412.0
415,416,172,9.0,2.0,斡羅白,wo luo bai,Semuren,Oros,,"""C. Atwood note:Orodai; Oros ( equals Rus', Russian) with the gentilic suffix -dai; ethno-legal category Semuren. 白 here must be a corruption of 台 (it's pretty common) """,,,,,,,,,,,413.0
416,417,172,10.0,1.0,欽察,qin cha,Semuren,Qïpchaq,,C. Atwood note:Mongolian Kimchaq from Turkic Qïpchaq; ethno-legal category Semuren,,,,,,,,,,,414.0
417,418,172,11.0,1.0,汪古,wang gu,Semuren,Önggüd,,"""C. Atwood note:Önggüd(~Öng'üt in the Uyghur reading), also know as the """"White Tatars"""" 白達達; descendants of the Shatuo 沙陀; Turco-Sogdian in origin from Central Inner Mongolia; ethno-legal category Semuren.""",,,,,,,,,,,415.0
418,419,172,12.0,1.0,珠笏,zhu hu,Semuren,Juqud/Jew,,"""C. Atwood note:Juqud; Mongolian for """"Jew"""" (from Arabic Yahūd, via Uyghur Yuqud, with regular Mongolian Y- to J- sound change); see Cleaves article in Journal of Turkish Studies; ethno-legal status semuren.""",,,,,,,,,,,416.0
419,420,172,13.0,1.0,甘木里,gan mu li,Semuren,Gamul,,"""C. Atwood note:Probably Gamul, an alternative, less Mongolized, transcription of Qamïl (Hami). That it's a place name is demonstrated by YS 16/333; that it’s a semuren one is demonstrated by Tao Zongyi 1/13. Marco Polo calls Qamïl """"Camul"""".""",,,,,,,,,,,417.0
420,421,172,13.0,2.0,甘木魯,gan mu lu,Semuren,Gamul,,"""C. Atwood note:Probably Gamul, an alternative, less Mongolized, transcription of Qamïl (Hami). That it's a place name is demonstrated by YS 16/333; that it’s a semuren one is demonstrated by Tao Zongyi 1/13. Marco Polo calls Qamïl """"Camul"""".""",,,,,,,,,,,418.0
421,422,172,14.0,1.0,答失蠻,da shi man,Semuren,Dashman,,"""C. Atwood note:Dashman (singuler; plural dashmad); Mongolian term from Muslim cleric, from Persian danishmand; ethno-legal status: Semuren""",,,,,,,,,,,419.0
422,423,172,14.0,2.0,答失蠻人,da shi man ren,Semuren,Dashman,,"""C. Atwood note:Dashman (singuler; plural dashmad); Mongolian term from Muslim cleric, from Persian danishmand; ethno-legal status: Semuren""",,,,,,,,,,,420.0
423,424,172,15.0,1.0,薛亦,xue yi,Semuren,Seyid,,"""C. Atwood note:Seyid (assuming, as I think is right, that the identification with Sayid is correct). Transcription of a palatalized version of Arabic Sayyid; ethno-legal status Semuren. """,,,,,,,,,,,421.0
424,425,172,15.0,2.0,賽亦,sai yi,Semuren,Sayid,,C. Atwood note:Sayid (Mongolian version of Arabic Sayyid); title of descendants of Muhammad via Fatima; ethno-legal category Semuren.,,,,,,,,,,,422.0
425,426,172,15.0,3.0,賽夷,sai yi,Semuren,Sayid,,C. Atwood note:Sayid (Mongolian version of Arabic Sayyid); title of descendants of Muhammad via Fatima; ethno-legal category Semuren.,,,,,,,,,,,423.0
426,427,172,16.0,1.0,迦葉彌兒,she ye mi er,Semuren,Kashmir,,C. Atwood note: 葉 is to be read here as shè; Kashmir; place name; ethno-legal status Semuren.,,,,,,,,,,,424.0
427,428,172,17.0,1.0,阿兒魯,a er lu,Semuren,Aerlu,S,"""C. Atwood note:This is a family name of Abdurrahman (暗都剌蠻) so it should be a semuren one. There's also an """"Aerlu"""" military unit stationed in China. """,,,,,,,,,,,425.0
428,429,172,18.0,1.0,阿速,a su,Semuren,Asud,,"""C. Atwood note:Mongolian Asud (plural in -d) from As (modern Ossetian), an Iranian-speaking mostly Christian people of the Caucasus.""",,,,,,,,,,,426.0
