index,c_inst_name_code,c_inst_code,c_inst_type_code,c_inst_begin_year,c_by_nianhao_code,c_by_nianhao_year,c_by_year_range,c_inst_begin_dy,c_inst_floruit_dy,c_inst_first_known_year,c_inst_end_year,c_ey_nianhao_code,c_ey_nianhao_year,c_ey_year_range,c_inst_end_dy,c_inst_last_known_year,c_source,c_pages,c_notes,c_secondary_source_author
1692,844,1494,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,246,Temple ID 140546 Location: 札木達城東北; Other: 联系喀木，为往来要路。有三十余庙、七八百人,
1693,845,1495,2,1298.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,104,Temple ID 138781 Location: 沭陽縣車; Founding: 元大德二年; Other: 唐贞观中尉迟公监造七层古塔,
1694,846,1496,2,1682.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,104,Temple ID 138782 Location: 阜平縣西; Founding: 康熙二十一年; Other: 乾隆十五年二十六年四十六年行幸,
1695,847,1497,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,104,Temple ID 138783 Location: 丹徒縣招隱山; Other: 戴公隐居地,
1696,848,1498,2,1279.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,89,Temple ID 140315 Location: 建水縣西; Founding: 约宋末,
1697,849,1499,2,1530.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,232,Temple ID 138784 Location: 阜城門外; Founding: 明嘉靖中,
1698,850,1500,2,868.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,89,Temple ID 140163 Location: 寧德縣支提山; Founding: 唐咸通九年; Other: 另外有小支提寺,
1699,851,1501,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,89,Temple ID 138785 Location: 支硎山東; Other: 一名观音禅院，古报恩寺基,
1700,852,1502,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,222,Temple ID 140355 Location: 賓川雞足山石門下,
1701,853,1503,2,600.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,183,Temple ID 138786 Location: 長安縣北; Founding: 隋代重建; Other: 晋竺昙摩罗刹在此译法华经，顺治中重修,
1702,854,1504,2,1595.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,210,Temple ID 138787 Location: 涇陽縣東南; Founding: 明李世达,
1703,855,1505,2,1600.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,210,Temple ID 138788 Location: 州東南; Founding: 明万历中; Other: 十三层塔,
1704,855,1506,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,210,Temple ID 140335 Location: 河陽縣西北,
1705,856,1507,2,1105.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,209,Temple ID 138792 Location: 應州小石村; Founding: 辽乾统中,
1706,857,1508,2,503.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,110,Temple ID 138793 Location: 昆山縣東; Founding: 梁天监二年,
1707,857,1509,2,1215.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,110,Temple ID 138794 Location: 金匱縣南新安鄉; Founding: 宋嘉定中; Other: 乾隆二十二年巡幸今额,
1708,858,1510,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,110,Temple ID 138795 Location: 阜陽縣境; Other: 今废,
1709,859,1511,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,110,Temple ID 138796 Location: 州西; Other: 唐怀让禅师庵,
1710,860,1512,2,730.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,110,Temple ID 139606 Location: 都昌縣治西南; Founding: 唐开元中，马祖; Other: 明洪武中重建,
1711,861,1513,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,221,Temple ID 139866 Location: 湘潭縣南,
1712,861,1514,2,948.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,222,Temple ID 140099 Location: 永福縣方廣岩; Founding: 汉乾祐二年; Other: 明永乐十四年重修，宋黄飞熊读书处,
1713,861,1515,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,222,Temple ID 140413 Location: 廣順州天臺山,
1714,862,1516,2,1651.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,136,Temple ID 138797 Location: 五臺縣東臺南; Founding: 顺治八年; Other: 一名婆罗寺,
1715,863,1517,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,136,Temple ID 138798 Location: 莊內水月庵後,
1716,864,1518,2,1100.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,124,Temple ID 140063 Location: 州東暮頤山北; Founding: 宋代,
1717,865,1519,2,1140.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,124,Temple ID 139854 Location: 茶陵州西; Founding: 宋岳飞; Other: 祭征曹成战死的战士,
1718,866,1520,2,1170.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,82,Temple ID 138802 Location: 青蒲縣; Founding: 宋乾道初; Other: 今小昆山泗州塔院,
1719,867,1521,2,281.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,101,Temple ID 138803 Location: 丹徒縣延陵鎮; Founding: 晋，太康二年; Other: 光元章碑记,
1720,867,1522,2,525.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,101,Temple ID 139589 Location: 餘乾縣西冠山; Founding: 梁，天监中; Other: 原名思禅。元符中今名,
1721,867,1523,2,875.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,101,Temple ID 139711 Location: 崇陽縣西; Founding: 唐，乾符中; Other: 一名岩岭寺，治平一年赐额。有频伽鸟（太平寺）出,
1722,868,1524,2,719.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,240,Temple ID 138804 Location: 新泰縣西; Founding: 唐开元七年,
1723,869,1525,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,239,Temple ID 138805 Location: 昭文縣支塘鎮; Other: 旧名永昌寺，又名再昌，祥符改元今名,
1724,869,1526,2,940.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,239,Temple ID 139487 Location: 德清縣東新市鎮; Founding: 吴越时; Other: 旧名罗汉院，宋代今额，顺治中重修，一邑禅刹之冠,
1725,869,1527,2,525.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,240,Temple ID 139540 Location: 黃岩縣南; Founding: 梁天监中; Other: 康熙十四年重建,
1726,870,1528,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,240,Temple ID 139657 Location: 盧陵縣沙河; Other: 宝祐中明心院赐额,
1727,871,1529,2,974.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,240,Temple ID 139553 Location: 府城北; Founding: 宋太平兴园一年; Other: 康熙中重建,
1728,872,1530,2,940.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,240,Temple ID 138806 Location: 林縣天平山？霄峰; Founding: 晋天福中; Other: 今名天平寺,
1729,873,1531,2,750.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,240,Temple ID 139641 Location: 監川縣西; Founding: 唐代; Other: 石门关,
1730,874,1532,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,241,Temple ID 139868 Location: 醴陵縣東; Other: 唐九华道场而来,
1731,875,1533,2,940.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,240,Temple ID 138807 Location: 奉賢縣南橋鎮; Founding: 五代晋，天福初; Other: 宋太平兴国中赐额,
1732,876,1534,2,525.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,240,Temple ID 139688 Location: 雩都縣西門外; Founding: 梁，天监中; Other: 旧名福田寺，大中祥符中改妙净，顺治十八年重修,
1733,877,1535,2,585.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,240,Temple ID 138808 Location: 隆平縣東任村; Founding: 隋开皇四年,
1734,878,1536,2,1700.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,124,Temple ID 138809 Location: 灤平縣西北; Founding: 康熙中敕建; Other: 三石佛,
1735,879,1537,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,102,Temple ID 139383 Location: 長武縣治東,
1736,880,1538,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,102,Temple ID 138810 Location: 華陰縣車南; Other: 武帝拜祀之所，后为拜岳坛，唐名镇岳灵仙寺，一名胜会院,
1737,881,1539,2,630.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,101,Temple ID 138811 Location: 壽陽縣方山; Founding: 唐李通一年; Other: 原存下寺，中、上寺致和中重建,
1738,881,1540,2,680.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,101,Temple ID 139743 Location: 蘄水縣東; Founding: 唐咸享中，五祖弘忍; Other: 顺治中重修,
1739,882,1541,2,860.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,101,Temple ID 138813 Location: 高陵縣南; Founding: 唐大中中,
1740,883,1542,2,520.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,102,Temple ID 138814 Location: 吳縣錦峰山; Founding: 梁昭明太子; Other: 嘉泰中重建,
1741,883,1543,2,530.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,102,Temple ID 139435 Location: 臨安縣天目山; Founding: 梁代; Other: 昭明太子修禅处,
1742,884,1544,2,875.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,102,Temple ID 138812 Location: 昌平州西北; Founding: 唐乾符中; Other: 开元中大悲陀罗尼幢,
1743,885,1545,2,1100.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,101,Temple ID 139976 Location: 成都縣北; Founding: 宋代; Other: 孟蜀，宣华宛故址。康熙五年重修,
1744,886,1546,2,1600.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,204,Temple ID 138818 Location: 阜平縣西; Founding: 明方历中; Other: 康熙二十二年重修,
1745,886,1547,2,1760.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,204,Temple ID 138819 Location: 承德府熱河; Founding: 乾隆二十五年敕建; Other: 西藏朔像佛,
1746,887,1548,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,199,Temple ID 138820 Location: 鹹寧縣終南山; Founding: 唐代明初，秦愍王改建; Other: 唐代龙池寺，长安诸寺之冠,
1747,887,1549,2,635.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,199,Temple ID 139559 Location: 建德縣西未池; Founding: 唐贞观中,
1748,887,1550,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,199,Temple ID 139943 Location: 安鄉縣治東,
1749,887,1551,2,1216.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,200,Temple ID 140084 Location: 東鄉縣北江東; Founding: 宋嘉定九年,
1750,888,1552,2,910.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,199,Temple ID 140151 Location: 泰寧縣西爐峰; Founding: 唐天祐中,
1751,889,1553,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,198,Temple ID 139695 Location: 大庾縣龍山; Founding: 唐炎通中; Other: 宋代赐额,
1752,889,1554,2,1080.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,198,Temple ID 139920 Location: 漵浦縣治東; Founding: 宋元丰中,
1753,889,1555,2,1215.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,198,Temple ID 139955 Location: 宜章縣南; Founding: 宋嘉定中,
1754,890,1556,2,1100.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,204,Temple ID 139876 Location: 城步縣城南; Founding: 宋代,
1755,891,1557,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,197,Temple ID 138821 Location: 鹹陽縣北; Other: 唐穆宗行幸,
1756,892,1558,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,198,Temple ID 140545 Location: 後藏; Other: 番名纳尔塘寺，雍正五年今名,
1757,893,1559,2,1300.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,199,Temple ID 138827 Location: 州治西; Founding: 元代,
1758,894,1560,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,201,Temple ID 139983 Location: 華陽縣東; Other: 蜀中人多来往宿于客栈,
1759,894,1561,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,201,Temple ID 140061 Location: 蓬溪縣治西,
1760,895,1562,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,199,Temple ID 140516 Location: 畢節縣東; Other: 明正统中赐额,
1761,896,1563,2,1713.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,198,Temple ID 138826 Location: 州輜重營; Founding: 康熙五十二年持云重修; Other: 寺内佛像为元代刘銮作,
1762,897,1564,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,199,Temple ID 138828 Location: 襄陵縣大光山; Other: 唐广德中赐额,
1763,897,1565,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,199,Temple ID 138829 Location: 永濟縣東; Founding: 唐道积（西永清院）; Other: 五代今名，明初四寺并入,
1764,898,1566,2,1672.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,198,Temple ID 138817 Location: 承德府熱河; Founding: 康熙十一年敕建,
1765,899,1567,2,1770.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,202,Temple ID 138832 Location: 承德府熱河行宮; Founding: 乾隆三十五年新向诸番，命仿西藏布达拉剌都纲法创建,
1766,900,1568,2,865.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,202,Temple ID 138838 Location: 休寧縣西南; Founding: 唐咸通中,
1767,901,1569,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,200,Temple ID 140479 Location: 府界; Other: 旧英祐侯祠地，康熙二十八年今名,
1768,902,1570,2,1700.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,200,Temple ID 138845 Location: 東安門南箭; Founding: 清代; Other: 顺治八年宁克我奉敕勒碑,
1769,903,1571,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,198,Temple ID 139655 Location: 泰和縣治東; Founding: 唐代; Other: 宋元丰中，真宗、仁宗宸翰三轴送僧阁收藏,
1770,903,1572,2,1255.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,198,Temple ID 140159 Location: 寧化縣東; Founding: 宋宝元初; Other: 明宣德中修,
1771,904,1573,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,199,Temple ID 139404 Location: 張掖縣祁蓮山; Other: 古名马蹄寺，明初今名,
1772,905,1574,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,199,Temple ID 139580 Location: 南昌縣惠民門內; Other: 旧隆兴院，唐代改名，康熙四十一年重建，唐斐休于此迎黄药,
1773,906,1575,2,925.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,203,Temple ID 138846 Location: 芫湖縣甸山; Founding: 南唐，顺义五年; Other: 旧名普济院。,
1774,906,1576,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,204,Temple ID 138847 Location: 鳳翔縣東東門外; Other: 寺壁存吴道子佛像画,
1775,906,1577,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,204,Temple ID 140334 Location: 新興州北,
1776,907,1578,2,1435.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,202,Temple ID 138848 Location: 錦縣北; Founding: 明正统初; Other: 观音洞？洞中百佘石佛,
1777,908,1579,2,764.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,202,Temple ID 138849 Location: 蒲臺縣東南; Founding: 唐广德二年,
1778,909,1580,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,198,Temple ID 139968 Location: 藍山縣西門外,
1779,910,1581,2,1230.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,202,Temple ID 139995 Location: 永川縣治南; Founding: 宋宝庆中,
1780,911,1582,2,1100.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,53,Temple ID 140278 Location: 貴縣南山; Founding: 宋代; Other: 宋咸平初，太宗真宗赐御书,
1781,912,1583,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,52,Temple ID 138852 Location: 山陽縣西北鉢池山; Other: 明正统中重建，王乔练丹处,
1782,913,1584,2,1180.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,52,Temple ID 139925 Location: 芷江縣葉家山; Founding: 宋淳熙中; Other: 县人游玩处,
1783,914,1585,2,1005.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,52,Temple ID 140034 Location: 府治西北; Founding: 宋咸平中,
1784,915,1586,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,159,Temple ID 139857 Location: 長沙縣智度山; Other: 唐慧觉此居,
1785,916,1587,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,160,Temple ID 139652 Location: 泰和縣治西北; Founding: 唐代; Other: 宋代治平中赐额,
1786,917,1588,2,685.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,158,Temple ID 138855 Location: 洋縣西; Founding: 唐仪凤中,
1787,918,1589,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,158,Temple ID 138856 Location: 嵩祝寺西; Founding: na,
1788,918,1590,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,159,Temple ID 138857 Location: 江都縣東南隅河; Other: 旧名吉祥庵。乾隆十六年赐额,
1789,919,1591,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,159,Temple ID 140042 Location: 名山縣西; Other: 县南有水月寺,
1790,920,1592,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,42,Temple ID 140422 Location: 鎮寧州北,
1791,921,1593,2,865.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,42,Temple ID 140205 Location: 保昌縣內; Founding: 唐咸通中,
1792,922,1594,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,102,Temple ID 139851 Location: 長沙縣書堂山; Founding: 唐代,
1793,923,1595,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,141,Temple ID 139962 Location: 通道縣東,
1794,924,1596,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,141,Temple ID 139388 Location: 洛州縣南,
1795,924,1597,2,1100.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,141,Temple ID 140290 Location: 安寧州蔥山; Founding: 宋代,
1796,924,1598,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,141,Temple ID 140374 Location: 府城東北; Other: 山水清奇胜地,
1797,925,1599,2,530.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,140,Temple ID 139803 Location: 江陵縣曾口; Founding: 梁代,
1798,926,1600,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,31,Temple ID 138232 Location: 登封縣西北; Other: 魏孝文帝避署宫,
1799,927,1601,2,530.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,31,Temple ID 138233 Location: 旌德縣東北; Founding: 梁代; Other: 太平兴国中复兴,
1800,927,1602,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,31,Temple ID 139949 Location: 州南,
1801,928,1603,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,54,Temple ID 139392 Location: 州城西北; Other: 有名人题咏,
1802,929,1604,2,1380.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,54,Temple ID 140436 Location: 府城南; Founding: 明洪武中,
1803,930,1605,2,1443.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,55,Temple ID 140437 Location: 黃平州飛雲岩; Founding: 明正统八年; Other: 寺前有清激池,
1804,931,1606,2,1350.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,55,Temple ID 139818 Location: 光化縣東北; Founding: 元至正中,
1805,932,1607,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,54,Temple ID 140047 Location: 洪雅縣月珠山; Other: 寺有明月楼,
1806,933,1608,2,980.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,214,Temple ID 138858 Location: 州東南; Founding: 宋太平兴国初; Other: 别名庵头寺,
1807,934,1609,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,214,Temple ID 138859 Location: 天津縣運河北岸; Other: 乾隆一年重修,
1808,934,1610,2,500.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,214,Temple ID 138860 Location: 五臺縣望海峰; Founding: 后魏; Other: 康熙二十三年发帑重建，乾隆十四年重修,
1809,935,1611,2,1670.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,162,Temple ID 138861 Location: 朝陽縣東; Founding: 康熙九年; Other: 别有朝阳寺，康熙中建立,
1810,935,1612,2,600.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,163,Temple ID 138862 Location: 淇縣朝陽山下; Founding: 隋代,
1811,936,1613,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,229,Temple ID 139897 Location: 武陵縣東水佛山; Founding: 唐代,
1812,937,1614,2,635.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,230,Temple ID 139734 Location: 黃陂縣西; Founding: 唐贞观中,
1813,938,1615,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,246,Temple ID 140372 Location: 騰越州來鳳山; Other: 原为古龙凤神祠,
1814,939,1616,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,231,Temple ID 139474 Location: 秀水縣西古橋李亭; Other: 旧名报本禅院，宋宣和中改名王清万寿宫，建炎初复名，乾隆二十七年今额,
1815,940,1617,2,0.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,83,Temple ID 140539 Location: 日喀則城西都布山; Founding: 根敦单巴（宗客巴第子）; Other: 藏地首庙,
1816,941,1618,2,350.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,93,Temple ID 138863 Location: 城隍廟西; Founding: 晋代; Other: 晋朱明故宅,
1817,942,1619,2,1130.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,179,Temple ID 138180 Location: 昭文縣治南; Founding: 宋建炎四年; Other: 一名方塔寺,
1818,942,1620,2,525.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,179,Temple ID 139471 Location: 嘉興縣東; Founding: 梁天监中; Other: 传为汉朱卖臣故宅,
1819,943,1621,2,1170.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,178,Temple ID 138181 Location: 漆水縣東南隅; Founding: 金大定中,
1820,943,1622,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,178,Temple ID 140292 Location: 昆明縣南; Other: 一名常乐寺，有十三丈佛图,
1821,943,1623,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,178,Temple ID 140386 Location: 州城東,
1822,944,1624,2,1266.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,178,Temple ID 138182 Location: 西洞庭村東新安嶺; Founding: 宋咸淳二年,
1823,945,1625,2,475.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,177,Temple ID 138183 Location: 無錫縣西; Founding: 宋元徽中，僧显,
1824,945,1626,2,1010.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,177,Temple ID 139618 Location: 瑞昌縣治東; Founding: 宋祥符中,
1825,945,1627,2,910.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,177,Temple ID 139703 Location: 瑞金縣北; Founding: 唐天祐中; Other: 旧名浮象寺，明万历重修,
1826,945,1628,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,177,Temple ID 139875 Location: 邵陽縣東山; Other: 一名太平寺，吕仙遗迹,
1827,945,1629,2,1275.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,177,Temple ID 140236 Location: 合浦縣東北; Founding: 元至元中,
1828,945,1630,2,1693.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,177,Temple ID 140273 Location: 平樂縣東重下關; Founding: 康熙三十二年重修; Other: 一名光孝寺,
1829,945,1631,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,177,Temple ID 140307 Location: 沾益州東山,
1830,945,1632,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,178,Temple ID 140412 Location: 府城東東山,
1831,2053,3731,1,1358.0,636.0,18.0,2.0,18.0,,,,,,,,,38279.0,224,多个出處:江西古代書院研究P224;中國古代的書院制度P51;中國書院制度考略P21.,
1832,2054,2892,1,1049.0,524.0,1.0,-1.0,15.0,,,,,,,,,38278.0,330,多个出處:宋代書院與宋代學術之關係P330;元代書院之地理分佈P395;四川書院史P25.,
1833,2055,3134,1,1146.0,585.0,16.0,2.0,78.0,,,,,,,,,38277.0,13;35,"多个出處:中國古代書院發展史P13,35;宋代書院與宋代學術之關係P323;元代書院之地理分佈P385.",
1834,2055,3328,1,1238.0,553.0,2.0,2.0,15.0,,,,,,,,,38278.0,311,,
1835,2055,3475,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,38280.0,398,,
1836,2056,3771,1,1146.0,585.0,16.0,2.0,78.0,,,,,,,,,38277.0,14;36,"多个出處:中國古代書院發展史P14,36;宋代書院與宋代學術之關係P330;元代書院之地理分佈P395;四川書院史P25.",
1837,2057,3165,1,1175.0,544.0,2.0,2.0,15.0,,,,,,,,,38278.0,302,多个出處:宋代書院與宋代學術之關係P302;江西古代書院研究P111;元代書院之地理分佈P371.,
1838,2058,3133,1,1146.0,585.0,16.0,2.0,78.0,,,,,,,,,38277.0,14;36,"多个出處:中國古代書院發展史P14,36;宋代書院與宋代學術之關係P330;元代書院之地理分佈P395;四川書院史P25.",
1839,2059,3378,1,1259.0,556.0,1.0,2.0,15.0,,,,,,,,,38279.0,113,,
1840,2060,3230,1,1181.0,621.0,8.0,2.0,59.0,,,,,,,,,38279.0,109,,
1841,2061,3560,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,38280.0,405,,
1842,2062,2945,1,1119.0,538.0,1.0,2.0,15.0,,,,,,,,,38278.0,321,,
1843,2062,3501,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,38280.0,392,,
1844,2063,3722,1,1347.0,636.0,7.0,0.0,18.0,,,,,,,,,38280.0,375,,
1845,2064,2944,1,1119.0,538.0,1.0,2.0,15.0,,,,,,,,,38278.0,323,,
1846,2065,2903,1,1119.0,538.0,1.0,2.0,15.0,,,,,,,,,38278.0,322,,
1847,2066,3544,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,,,,
1848,2067,3171,1,1175.0,544.0,2.0,2.0,15.0,,,,,,,,,38282.0,30,,
1849,2068,3043,1,988.0,510.0,1.0,2.0,15.0,,,,,,,,,38278.0,329,多个出處:宋代書院與宋代學術之關係P329;元代書院之地理分佈P393;四川書院史P25.,
1850,2069,3343,1,1246.0,554.0,6.0,2.0,15.0,,,,,,,,,38278.0,315,,
1851,2069,3380,1,1262.0,557.0,3.0,2.0,15.0,,,,,,,,,,,,
