,Unnamed: 0,name,ge,number,year,director,writer,act,length,type,region
4169,4169,三夫,5.7,21308,2018,陈果,"林纪陶,陈果","曾美慧孜,陈湛文,陈万雷,麦强,邓月平",101分钟,"剧情,情色",中国香港
4170,4170,绣花鞋,4.4,15155,2012,叶伟民,"文隽,杨梅媛","林心如,莫小棋,叶熙祺,惠英红,邢岷山,原岛大地,唐文龙,景岗山,陈晓东",86分钟,"剧情,恐怖",中国大陆
4171,4171,古镜怪谈 怪談之魔鏡,5.8,15698,1999,"刘晓光,萧荣",黄百鸣,"谢霆锋,林心如,傅芳玲,罗兰,梁智强,黄百鸣,徐帆,姚乐怡,钟耀南,何嘉莉,汤宝如",87分钟,"剧情,爱情,悬疑,恐怖,犯罪","中国香港,中国大陆"
4172,4172,迷失Z城 The Lost City of Z,7.0,20778,2016,詹姆斯·格雷,"詹姆斯·格雷,大卫·格兰","查理·汉纳姆,罗伯特·帕丁森,西耶娜·米勒,汤姆·赫兰德,爱德华·阿什利,安古斯·麦克菲登,伊恩·麦克迪阿梅德,克莱夫·弗朗西斯,马修·桑德兰,亚历山大·约瓦诺维奇,叶莲娜·索洛维,鲍比·斯莫德里奇",141分钟,"剧情,传记,冒险",美国
4173,4173,秦明·生死语者,4.2,13534,2019,"李海蜀,黄彦威",秦明,"严屹宽,代斯,耿乐,郝劭文,杜鹃,秦明",104分钟,"悬疑,犯罪",中国大陆
4174,4174,东风雨,5.5,19089,2010,柳云龙,杨健,"柳云龙,范冰冰,竹本孝之,李小冉,于荣光,英达,曾江,方芳,矢野浩二,木幡龙,三浦研一,刘璇,蒲巴甲,王宝强",117分钟,剧情,中国大陆
4175,4175,臭屁王 蠟筆小小生,7.4,13766,1995,朱延平,郭筝,"郝劭文,吴孟达,朱茵,金城武",88分钟,"剧情,喜剧,动作","中国香港,中国台湾"
4176,4176,爱恋 Love,6.7,20634,2015,加斯帕·诺,加斯帕·诺,"卡尔·格洛斯曼,黛博拉·海薇,奥米·穆尤克,克拉拉·克里斯汀,贝努瓦·戴比,文森特·马拉瓦尔,胡安·萨维德拉,阿隆·佩奇斯,伊莎贝尔·尼库,斯黛拉·罗夏",135分钟,"剧情,爱情,情色","法国,比利时"
4177,4177,鲁邦三世：卡里奥斯特罗城 ルパン三世 カリオストロの城,8.3,19584,1979,宫崎骏,"山崎晴哉,宫崎骏,莫里斯·勒布朗,加藤一彦","山田康雄,小林清志,增山江威子,井上真树夫,纳谷悟朗,岛本须美,石田太郎,宫内幸平,永井一郎,常泉忠通,梓欣造,平林尚三,寺岛干夫,野岛昭生,绿川稔,阪脩,枪田顺吉,加藤正之,峰惠研,松田重治,山冈叶子",100分钟,"爱情,动画,奇幻,冒险",日本
4178,4178,利兹与青鸟 リズと青い鳥,8.7,20803,2018,山田尚子,"吉田玲子,武田绫乃","种崎敦美,东山奈央,本田望结,藤村鼓乃美,山冈百合,杉浦诗织,黑泽朋世,朝井彩加,丰田萌绘,安济知佳,桑岛法子,中村悠一,樱井孝宏",90分钟,"剧情,动画,音乐",日本
4179,4179,太阳帝国 Empire of the Sun,7.8,19370,1987,史蒂文·斯皮尔伯格,"汤姆·斯托帕德,J·G·巴拉德,门诺·迈依杰斯","克里斯蒂安·贝尔,约翰·马尔科维奇,米兰达·理查森,奈杰尔·哈弗斯,乔·潘托里亚诺,本·斯蒂勒",152分钟,"剧情,动作,战争",美国
4180,4180,小屁孩日记2 Diary of a Wimpy Kid 2: Rodrick Rules,7.5,16570,2011,大卫·博维斯,"加布·萨克斯,杰夫·犹大,杰夫·金尼","扎克瑞·戈登,戴文·博斯蒂克,瑞秋·哈里斯,罗伯特·卡普荣,斯蒂夫·扎恩,卡兰·布拉尔",93分钟,喜剧,美国
4181,4181,富贵再逼人,7.4,13081,1988,"高志森,宋豪辉","马伟豪,吴沧洲,阮世生,高志森","沈殿霞,董骠",88分钟,"喜剧,家庭",中国香港
4182,4182,香奈儿秘密情史 Coco Chanel & Igor Stravinsky,6.6,16545,2009,扬·高能,"Chris Greenhalgh,Carlo De Boutiny,扬·高能","安娜·穆格拉利斯,麦斯·米科尔森,伊莲娜·莫罗佐娃,娜塔莎·兰丁格尔",118分钟,"剧情,爱情",法国
4183,4183,消失爱人,5.0,12221,2016,黄真真,"黄真真,侯颖桁,郑善瑜,杜光庭","黎明,王珞丹,林俊杰,张榕容,石修",109分钟,"爱情,悬疑",中国大陆
4184,4184,深度谜案 The Oxford Murders,6.7,20906,2008,阿莱克斯·德·拉·伊格莱西亚,"阿莱克斯·德·拉·伊格莱西亚,豪尔赫·格力加耶切瓦利亚","伊利亚·伍德,约翰·赫特,蕾欧诺·瓦特林,朱莉·考科斯,吉姆·卡特,亚力克斯·考克斯,伯恩·戈曼,多米尼克·皮侬,安娜·玛西,丹尼·萨帕尼,艾伦·戴维,Tim Wallers,James Weber Brown,Ian East,Charlotte Asprey",108分钟,"悬疑,惊悚,犯罪","西班牙,英国,法国"
4185,4185,恋爱写真 恋愛寫眞,7.6,19437,2003,堤幸彦,Kaoru Ogawa,"广末凉子,松田龙平,小池荣子,Adeyto,Robert Baldwin,江藤汉,Maria Theresa Gow,原田笃,Eric Jones,多米尼克·马库斯,西山茧子,冈本丽,大杉涟,Gregory Pekar,佐藤二朗,高桥一生,山崎树范",111分钟,"剧情,喜剧,爱情",日本
4186,4186,总有一天 Der kommer en dag,8.7,22001,2016,杰斯珀·W·尼尔森,索伦·斯外斯特普,"拉斯·米克尔森,苏菲·格拉宝,哈拉尔德·凯泽·赫尔曼,艾伯特·鲁德贝克·林哈特,劳里斯·斯科夫高·安德森,拉斯·兰特,索伦·希特-拉森,大卫·丹席克,松佳·里奇特,索比亚格·侯菲尔德,雅各布·B·恩格曼",115分钟,剧情,丹麦
4187,4187,新流星蝴蝶剑,6.9,14768,1993,麦当杰,"庄澄,古龙","梁朝伟,杨紫琼,王祖贤,林志颖,甄子丹,庹宗华,徐锦江,叶全真,李家鼎,张国柱",88分钟,"爱情,武侠,古装","中国香港,中国台湾"
4188,4188,宝葫芦的秘密,6.5,11154,2007,"朱家欣,钟智行","朱家欣,林纪陶","朱祺隆,陈佩斯,梁咏琪",87分钟,"剧情,家庭","中国大陆,中国香港,美国"
4189,4189,回归 Возвращение,8.7,20387,2003,安德烈·萨金塞夫,"弗拉基米尔·莫伊谢延科,亚历山大·诺沃托斯基-瓦尔索夫","弗拉迪米尔·加林,伊万·杜布朗拉沃夫,康斯坦丁·拉夫罗年科,娜塔莉娅·弗多维娜,Galina Popova,Aleksey Suknovalov,Lazar Dubovik,Elizaveta Aleksandrova,Lyubov Kazakova,Andrey Sumin",105分钟,"剧情,家庭",俄罗斯
4190,4190,翡翠森林：狼与羊 あらしのよるに,8.3,19909,2005,杉井仪三郎,杉井仪三郎,"中村狮童,成宫宽贵,板东英二,Kaba.Chan,Hayashiya Shozo",110 分钟,动画,日本
4191,4191,发胶 Hairspray,7.3,18682,2007,亚当·尚克曼,"莱斯利·迪克逊,约翰·沃特斯,Mark O'Donnell,托马斯·米汉","妮基·布朗斯凯,扎克·埃夫隆,约翰·特拉沃尔塔,米歇尔·菲佛,克里斯托弗·沃肯,詹姆斯·麦斯登,阿曼达·贝尼斯,奎恩·拉提法,布兰特妮·斯诺",117 分钟,"喜剧,爱情,歌舞","美国,英国"
4192,4192,别拿自己不当干部,7.0,14126,2007,"冯巩,杜民","冯巩,崔砚君,王振华","冯巩,闫妮,牛群,王澜,刘金山",93分钟,喜剧,中国大陆
4193,4193,驱魔警察 驅魔警察,7.7,17272,1990,董玮,"曾瑾昌,沈治樑","林正英,苗侨伟,林俊贤,王美华,西协美智子,午马,周比利,陈治良,侯焕玲",87 分钟,"喜剧,动作,奇幻",中国香港
4194,4194,反基督者 Antichrist,7.2,19664,2009,拉斯·冯·提尔,拉斯·冯·提尔,"威廉·达福,夏洛特·甘斯布",108 分钟,"剧情,惊悚,情色","丹麦,德国,法国,瑞典,意大利,波兰"
4195,4195,与龙共舞 與龍共舞,7.3,14229,1991,王晶,王晶,"刘德华,张敏,叶德娴,张坚庭,翁虹,吴孟达,午马,罗美薇",108 分钟,"剧情,喜剧,爱情",中国香港
4196,4196,魂断威尼斯 Morte a Venezia,8.2,20222,1971,卢基诺·维斯康蒂,"卢基诺·维斯康蒂,尼古拉·巴达卢科,托马斯·曼","德克·博加德,罗慕洛·瓦利,马克·伯恩斯,诺拉·里奇,马里莎·贝伦森,凯荷·安德烈,伯恩·安德森,西尔瓦娜·曼加诺,莱斯利·弗伦奇,佛朗哥·法布里齐,Antonio Appicella,Sergio Garfagnoli,Ciro Cristofoletti,Luigi Battaglia,Dominique Darel,埃娃·阿克森,Marcello Bonini Olas,妮可莱塔·埃尔米,米莱拉·班斐里,Marco Tulli",130分钟,"剧情,同性","意大利,法国"
4197,4197,坏种 The Bad Seed,6.9,20844,2018,罗伯·劳,"威廉·玛奇,巴尔巴拉·马歇尔","麦肯娜·格瑞丝,卡拉·布欧诺,罗伯·劳,帕蒂·麦克马科,莎拉·杜格代尔,凯特·艾萨克,肖娜·约翰尼森,卢克·勒斯勒尔,约翰·埃梅特·特雷西,艾玛·梅里纳,玛茜·T·豪斯,洛恩·卡迪纳尔",84分钟,"剧情,悬疑,恐怖",美国
4198,4198,完美陌生人 Perfect Stranger,6.6,18341,2007,詹姆斯·弗雷,"托德·考马尔尼基,乔恩·博肯坎普","哈莉·贝瑞,布鲁斯·威利斯,吉奥瓦尼·瑞比西,理查德·波特诺,加里·杜尔丹,弗洛伦西娅·洛扎诺,妮基·艾考克斯,凯思琳·查尔方特,Gordon MacDonald,丹妮娜·范·格拉斯,Paula Miranda,帕蒂·达班维尔,科里亚·刘易斯,塔玛拉·菲尔德曼,格里·贝克尔",109分钟,"悬疑,惊悚,犯罪",美国
4199,4199,有钱男与贫穷女：纽约篇 リッチマン、プアウーマン in ニューヨーク,7.6,20212,2013,西村正記,安达奈绪子,"小栗旬,石原里美,相武纱季,浅利阳介,中村靖日,八木希,舞川あいく,野村麻纯,古川雄辉,丸山智己,中原丈雄,佐野史郎,井浦新",121分钟,"剧情,爱情",日本
4200,4200,亡灵 The Revenant,7.3,21264,2009,D·凯瑞·普瑞尔,D·凯瑞·普瑞尔,"大卫·安德斯,克里斯·维尔德,路易斯·格里菲斯,贝尔纳多·巴迪罗,Wally White,马克·埃利亚斯,Zoe Simpson,大卫·圣.詹姆斯",117分钟,"喜剧,恐怖",美国
4201,4201,陈翔六点半之铁头无敌,6.2,12129,2018,陈翔,陈翔,"应宝林,润土,毛台,蘑菇头,吴妈,猪小明",96分钟,"剧情,喜剧,动作",中国大陆
4202,4202,海雾 해무,7.1,21388,2014,沈成宝,"沈成宝,奉俊昊","金允石,朴有天,韩艺璃,刘承睦,金相浩,文成根,李熙俊",111分钟(韩国),"剧情,惊悚",韩国
4203,4203,潜水艇 Submarine,7.7,19956,2010,理查德·艾欧阿德,理查德·艾欧阿德,"克雷格·罗伯兹,帕迪·康斯戴恩,莎莉·霍金斯,诺亚·泰勒,亚丝明·佩奇,戴伦·伊万斯",97分钟,"剧情,喜剧","英国,美国"
4204,4204,在我入睡前 Before I Go to Sleep,6.5,21382,2014,罗温·乔夫,罗温·乔夫,"妮可·基德曼,科林·费尔斯,马克·斯特朗,本·克朗普顿,安-玛莉·杜芙,亚当·利维,Gabriel Strong,Flynn MacArthur,克里斯·考林",92分钟,"悬疑,惊悚",英国
4205,4205,六号出口,6.2,18231,2006,林育贤,王国光,"彭于晏,阮经天,刘荷娜,张翰,辰伶,张翰",99分钟,剧情,中国台湾
4206,4206,超人之死 The Death of Superman,7.4,12998,2018,"杰克·卡斯托雷纳,刘山姆","彼得·托马西,杰里·西格尔,乔·舒斯特,露易丝·西蒙森","杰瑞·奥康奈尔,丽贝卡·罗梅恩,雷恩·威尔森,罗莎里奥·道森,内森·菲利安,克里斯托弗·戈勒姆,马特·兰特尔,谢默·摩尔,尼扬比·尼扬比,杰森·奥玛拉,乔纳森·亚当斯,洛奇·卡罗尔,特雷弗·德瓦,保罗·伊丁,帕特里克·法比安,詹妮弗·黑尔,马克斯·迈特尔曼,托克斯·奥拉贡多耶",81分钟,"动作,科幻,动画",美国
4207,4207,莫斯科陷落 Притяжение,4.8,12708,2017,费奥多尔·邦达尔丘克,"奥列格·马洛维奇克,安德烈·佐洛塔廖夫","伊琳娜·斯达申鲍姆,亚历山大·佩特罗夫,林奈·穆罕默托夫,欧列格·缅希科夫,谢尔盖·加尔马什,尼基塔·库库什金,柳德米拉·马克萨科娃,尼基塔·塔拉索夫",132分钟,"科幻,灾难",俄罗斯
4208,4208,每个人都有他自己的电影 Chacun son cinéma ou Ce petit coup au cœur quand la lumière s'éteint et que le film commence,7.8,17344,2007,"西奥·安哲罗普洛斯,奥利维耶·阿萨亚斯,比利·奥古斯特,简·坎皮恩,尤瑟夫·夏因,大卫·柯南伯格,迈克尔·西米诺,伊桑·科恩,乔尔·科恩,让-皮埃尔·达内,吕克·达内,曼努埃尔·德·奥利维拉,雷蒙·德帕东,阿托姆·伊戈扬,阿莫斯·吉泰,亚历杭德罗·冈萨雷斯·伊纳里图,侯孝贤,阿基·考里斯马基,阿巴斯·基亚罗斯塔米,北野武,安德烈·康查洛夫斯基,克洛德·勒卢什,肯·洛奇,大卫·林奇,南尼·莫莱蒂,罗曼·波兰斯基,劳尔·鲁伊斯,沃尔特·塞勒斯,伊利亚·苏雷曼,蔡明亮,格斯·范·桑特,拉斯·冯·提尔,维姆·文德斯,王家卫,张艺谋,陈凯歌","奥利维耶·阿萨亚斯,让-皮埃尔·达内,吕克·达内,阿托姆·伊戈扬,阿莫斯·吉泰,阿基·考里斯马基,安德烈·康查洛夫斯基,南尼·莫莱蒂,张艺谋,邹静之","乔什·布洛林,大卫·柯南伯格,北野武,伊莎贝尔·阿佳妮,碧姬·芭铎,拉斯·冯·提尔,让娜·莫罗,威廉·达福,南尼·莫莱蒂",110分钟,"剧情,喜剧",法国
4209,4209,第三类接触 Close Encounters of the Third Kind,7.2,17087,1977,史蒂文·斯皮尔伯格,"史蒂文·斯皮尔伯格,哈尔·巴伍德,杰里·贝尔森,约翰·希尔,马修·罗宾斯","理查德·德莱福斯,弗朗索瓦·特吕弗,特瑞·加尔,梅林达·狄龙,鲍勃·巴拉班,J·帕特里克·麦克纳马拉,沃伦·肯梅灵,罗伯茨·布洛瑟姆,菲利普·多德斯,卡里·加菲,兰斯·亨利克森,麦瑞尔·康纳利,吉恩·戴纳斯基,诺曼·巴托德,约瑟夫·索默,卡尔·韦瑟斯",135分钟,"剧情,科幻",美国
4210,4210,第25小时 25th Hour,7.9,20282,2002,斯派克·李,戴维·贝尼奥夫,"爱德华·诺顿,菲利普·塞默·霍夫曼,巴里·佩珀,罗莎里奥·道森,安娜·帕奎因,布莱恩·考克斯,托尼·西拉古萨,列万·乌恰尼什维利,托尼·德文,米沙·库兹内特斯洛夫,小伊塞亚·维特洛克,迈克尔·热内,帕特里斯·奥尼尔,阿尔·帕拉戈尼亚,亚伦·斯坦福,阿曼德·里斯科",135 分钟,"剧情,犯罪",美国
4211,4211,我们的存在(上) 僕等がいた 前篇,7.4,20661,2012,三木孝浩,"吉田智子,小畑友纪","生田斗真,吉高由里子,高冈奏辅,本仮屋唯佳,麻生祐未,小松彩夏,须藤理彩",123分钟,"剧情,爱情",日本
4212,4212,鹅毛笔 Quills,7.5,17906,2000,菲利普·考夫曼,道格·赖特,"杰弗里·拉什,凯特·温丝莱特,华金·菲尼克斯,迈克尔·凯恩,帕特里克·麦拉海德,阿梅丽娅·华纳,史蒂芬·莫耶",124 分钟,"剧情,爱情,传记,历史","美国,德国,英国"
4213,4213,我的小公主 My Little Princess,7.4,20059,2011,伊娃·爱洛尼斯科,伊娃·爱洛尼斯科,"伊莎贝尔·于佩尔,德尼·拉旺,安娜玛丽亚·沃特鲁梅",105分钟,剧情,法国
4214,4214,洛基恐怖秀 The Rocky Horror Picture Show,8.0,19666,1975,吉姆·沙曼,"吉姆·沙曼,理查德·奥布里恩","蒂姆·克里,理查德·奥布里恩,帕特里夏·奎因,苏珊·萨兰登,内尔·坎贝尔,巴瑞·波斯威克,乔纳森·亚当斯,彼得·欣伍德,米特·洛夫,查尔斯·格雷,佩里·贝登,克里斯托弗·比金斯,盖伊·布朗",100 分钟,"喜剧,歌舞","英国,美国"
4215,4215,真实 리얼,4.9,20643,2017,李沙朗,李正燮,"金秀贤,成东日,韩智恩,李星民,崔雪莉,赵宇镇,崔权,郑仁谦,金弘波,李璟荣,丁瑞奇",137分钟,动作,韩国
4216,4216,骆驼祥子,8.2,15611,1982,凌子风,"老舍,凌子风","张丰毅,斯琴高娃,殷新,颜彼得,李唐,韩焱,高放",125分钟,剧情,中国大陆
4217,4217,无声言证 Mute Witness,8.0,21784,1995,安东尼·威勒,安东尼·威勒,"马丽娜·祖金娜,菲·雷普利,艾凡·里察斯,奥列格·扬科夫斯基,Igor Volkov,Sergei Karlenkov",95分钟,"悬疑,惊悚,犯罪","俄罗斯,英国,德国"
4218,4218,严肃的男人 A Serious Man,7.4,20077,2009,"伊桑·科恩,乔尔·科恩","乔尔·科恩,伊桑·科恩","迈克尔·斯图巴,理查德·坎德,弗雷德·迈拉麦德,Sari Lennick",106 分钟,剧情,"美国,英国,法国"
4219,4219,瑞普·凡·温克尔的新娘 リップヴァンウィンクルの花嫁,7.6,20924,2016,岩井俊二,岩井俊二,"黑木华,绫野刚,Cocco,原日出子,地曳豪,和田聪宏,毬谷友子,佐生有语,夏目奈奈,金田明夫,镰田小惠子,野间口彻",179分钟,剧情,日本
4220,4220,猫狗大战2：珍珠猫复仇 Cats & Dogs: The Revenge of Kitty Galore,6.5,12213,2010,Brad Peyton,"Ron J. Friedman,Steve Bencich","克里斯·奥唐纳,杰克·麦克布瑞尔,Paul Rodriguez,马尔科姆·斯图尔特,David Milchard",82分钟,"喜剧,动作,冒险",美国/澳大利亚
4221,4221,怪物,6.5,15670,2005,郑保瑞,"司徒锦源,邓力奇","林嘉欣,舒淇,方中信,林雪,谭竣浩,李东翰",99分钟,恐怖,"中国大陆,中国香港"
4222,4222,啊，荒野 前篇 あゝ、荒野 前篇,8.4,20956,2017,岸善幸,"港岳彦,岸善幸,寺山修司","菅田将晖,梁益准,木下明里,茂吕师冈,高桥和也,今野杏南,山田裕贵,河井青叶,前原滉,萩原利久,小林且弥,川口觉,山中崇,绪方义博,木村多江,中山裕介,山本浩司,铃木卓尔",157分钟,剧情,日本
4223,4223,苹果酒屋法则 The Cider House Rules,8.2,20317,1999,拉斯·霍尔斯道姆,约翰·欧文,"托比·马奎尔,查理兹·塞隆,迈克尔·凯恩,保罗·路德,德尔罗伊·林多,埃里卡·巴杜",126 分钟,"剧情,爱情",美国
4224,4224,怪形前传 The Thing,6.9,20380,2011,Matthijs van Heijningen Jr.,"罗纳德·D·摩尔,埃里克·海瑟尔,小约翰·W·坎贝尔","玛丽·伊丽莎白·温斯特德,乔尔·埃哲顿,Adewale Akinnuoye-Agbaje,Jonathan Walker,艾瑞克·克里斯蒂安·奥森,乌尔里奇·汤姆森",102分钟,"科幻,悬疑,惊悚,恐怖","美国,加拿大"
4225,4225,铁血战士2 Predator 2,6.5,12237,1990,斯蒂芬·霍普金斯,"吉姆·托马斯,约翰·托马斯","丹尼·格洛弗,加里·布塞,凯文·彼得·豪尔,卢宾·布雷兹,玛利亚·康柯塔·阿隆索,比尔·帕克斯顿,罗伯特·戴维,亚当·鲍德温",108 分钟,"动作,科幻,恐怖",美国
4226,4226,第八日的蝉 八日目の蟬,8.3,20189,2011,成岛出,"奥寺佐渡子,角田光代","井上真央,永作博美,小池荣子,森口瑶子,田中哲司,风吹淳,渡边木实",147分钟,剧情,日本
4227,4227,危险关系 Jackie Brown,7.4,19887,1997,昆汀·塔伦蒂诺,"昆汀·塔伦蒂诺,埃尔莫·伦纳德","帕姆·格里尔,塞缪尔·杰克逊,罗伯特·福斯特,布里吉特·芳达,迈克尔·基顿,罗伯特·德尼罗,迈克尔·鲍文,克里斯·塔克,丽莎盖伊·汉密尔顿,汤米·利斯特,哈蒂·温斯顿,希德·黑格,爱米·格拉汉姆,埃利斯·威廉姆斯,唐吉·安布罗斯,提吉雅·克里斯特尔·凯默,黛安娜·乌里韦,劳拉·拉芙蕾丝,昆汀·塔伦蒂诺",154分钟,"剧情,惊悚,犯罪",美国
4228,4228,马语者 The Horse Whisperer,8.1,16593,1998,罗伯特·雷德福,"艾瑞克·罗斯,理查德·拉·格拉文斯","罗伯特·雷德福,克里斯汀·斯科特·托马斯,斯嘉丽·约翰逊,山姆·尼尔,克里斯·库珀",169分钟,"剧情,爱情,西部",美国
4229,4229,我和爸爸,7.4,16285,2003,徐静蕾,徐静蕾,"叶大鹰,徐静蕾,张元,姜文,张亚东,苏小明",98分钟(多伦多电影节),剧情,中国大陆
4230,4230,"麦克法兰 McFarland, USA",8.3,20710,2015,妮琪·卡罗,查尔斯·克利夫兰,"凯文·科斯特纳,拉米罗·罗德里格斯,卡洛斯·普拉斯,约翰尼·奥蒂斯,拉斐尔·马丁内斯,赫克托·杜兰,塞吉奥·阿维拉尔,迈克尔·阿圭罗,戴安娜·玛丽亚·里瓦,奥马尔·莱瓦,维勒特·罗德里格斯,丹尼·莫拉,玛丽亚·贝罗,摩根·塞勒,艾尔西·费舍尔",129分钟,"剧情,传记,运动",美国
4231,4231,珍品 Curiosa,6.2,21569,2019,卢·热内,"拉斐尔·德斯普尔琴,卢·热内","诺米·梅兰特,尼尔斯·施内德,本杰明·拉维赫尼,卡梅丽雅·乔丹娜,阿蜜拉·卡萨,斯卡利·德尔佩拉,埃米利安·迪亚德·德托夫,玛蒂尔德·瓦尔尼耶,梅洛迪·里夏尔,达米安·勃纳尔,Guilhem Fabre,艾莉西亚·乔达诺,Akkram Soussi,Manuel Senra,Charlotte Bigeard",107分钟,"剧情,情色,历史",法国
4232,4232,斯大林格勒 Сталинград,6.2,17545,2013,费奥多尔·邦达尔丘克,"谢尔盖·斯涅日金,伊里亚·蒂尔金","彼得·费奥多罗夫,托马斯·克莱舒曼,玛丽亚·斯莫尔尼科娃,亚娜·斯图季琳娜,德米特里·雷先科夫,阿列克谢·巴拉巴什,安德烈·斯莫利亚科夫,小谢尔盖·邦达尔丘克",130分钟(中国大陆),"动作,战争",俄罗斯
4233,4233,O记三合会档案,7.2,17892,1999,霍耀良,王晶,"刘青云,吴镇宇,朱茵,彭丹,谢天华,李兆基,吴志雄,林尚义",100分钟,"动作,犯罪",中国香港
4234,4234,杀死比尔整个血腥事件 Kill Bill: The Whole Bloody Affair,8.6,18132,2011,昆汀·塔伦蒂诺,昆汀·塔伦蒂诺,"乌玛·瑟曼,迈克尔·鲍文,大卫·卡拉丁,千叶真一,朱莉·德赖弗斯,薇薇卡·福克斯,栗山千明,迈克尔·马德森,迈克尔·帕克斯",247分钟,"动作,犯罪",美国
4235,4235,疯狂店员 Clerks,8.1,19391,1994,凯文·史密斯,凯文·史密斯,"布莱恩·奥哈罗兰,杰夫·安德森,玛丽琳·吉格洛尔蒂,杰森·缪斯,凯文·史密斯,斯科特·摩西尔,莉萨·斯普豪尔,沃尔特·弗拉纳根,Pattijean Csik,Donna Jeanne,加里·斯特恩,Thomas Burke",92 分钟,喜剧,美国
4236,4236,分手男女 The Break-Up,6.5,16952,2006,佩顿·里德,"杰里米·加尔利,Jay Lavender","文斯·沃恩,詹妮弗·安妮斯顿,乔伊·劳伦·亚当斯,科尔·豪瑟,乔恩·费儒,杰森·贝特曼",106分钟,"剧情,爱情",美国
4237,4237,睡梦医生 Doctor Sleep,6.9,22696,2019,迈克·弗拉纳根,"斯蒂芬·金,迈克·弗拉纳根","伊万·麦克格雷格,丽贝卡·弗格森,凯丽·卡伦,雅各布·特伦布莱,卡雷尔·斯特鲁基,丹尼·劳埃德,艾米丽·阿琳·林德,克利夫·柯蒂斯,扎恩·迈克拉农,切尔西·塔尔玛琪,艾丽克斯·埃索,布鲁斯·格林伍德,乔赛琳·唐娜休,卡尔·卢波利,维奥莱特·麦格劳,凯瑟琳·帕克,罗伯特·朗斯特里特,赛琳娜·安杜兹,尼古拉斯·普罗约尔,贝瑟妮·安妮·林德,查尔斯·格林,扎克瑞·莫莫,杰森·戴维斯,胡安·贾斯帕,路易斯·桑切斯",151分钟,"剧情,惊悚,恐怖,奇幻","美国,英国"
4238,4238,西小河的夏天,6.8,13408,2017,周全,黄怡玫,"张颂文,谭卓,顾宝明,董晴,荣梓杉",102分钟,"剧情,家庭",中国大陆
4239,4239,神枪手之死 The Assassination of Jesse James by the Coward Robert Ford,7.5,19588,2007,安德鲁·多米尼克,安德鲁·多米尼克,"布拉德·皮特,玛丽-露易丝·帕克,布鲁克琳·普劳克斯,达斯汀·博林格,卡西·阿弗莱克,山姆·洛克威尔,杰瑞米·雷纳,山姆·夏普德,加瑞特·迪拉胡特,保罗·施耐德,乔尔·麦克尼科尔,James Defelice,J·C·罗伯茨,Darrell Orydzuk,Jonathan Erich Drachenberg,Torben Hansen,艾丽森·艾略特,劳伦·卡尔弗特,凯林·西,汤姆·奥尔德里奇,帕特·希利,迈克尔·帕克斯,泰德·拉文,詹姆斯·卡维尔,Stephanie Wahlstrom,迈克尔·J·罗杰斯,莎拉·林德,尼克·凯夫,马修·沃克,佐伊·丹斯切尔,休·罗斯,卡琳·博姆拜克,道格·克里斯蒂安,凯瑞·菲恩,萨拉·弗罗,安东尼·哈里森,梅根·K·利斯,巴布·米切尔,莎拉·墨菲-戴森,迈尔斯·彼得曼,米尔娜·瓦兰斯",160分钟,"剧情,传记,历史,犯罪,西部","美国,加拿大"
4240,4240,阿修罗,3.0,16642,2018,张鹏,杨真鉴,"吴磊,梁家辉,刘嘉玲,张艺上,冯嘉怡,明道,董琦,多布杰",141分钟,"动作,爱情,奇幻",中国大陆
4241,4241,搭讪的法则 작업의 정석,6.4,17954,2005,吴基焕,申正久,"孙艺珍,宋一国,玄英,朴俊奎,洪石阡",100分钟,"喜剧,爱情",韩国
4242,4242,说来有点可笑 It's Kind of a Funny Story,7.8,20134,2010,"安娜·波顿,瑞安·弗雷克","安娜·波顿,瑞安·弗雷克","凯尔·吉克瑞斯特,达娜 德菲斯特恩,劳伦·格拉汉姆,吉姆·加菲根,Karen Chilton,扎克·加利凡纳基斯,阿西夫·曼德维,Jared Goldstein,艾伦·艾森伯格,佐伊·克罗维兹,托马斯·曼,杰瑞米·戴维斯,罗莎琳·科尔曼,维奥拉·戴维斯,洛乌·迈尔斯,艾玛·罗伯茨",101 分钟,"剧情,喜剧,爱情",美国
4243,4243,我盛大的希腊婚礼 My Big Fat Greek Wedding,6.8,17652,2002,乔尔·兹维克,妮娅·瓦达拉斯,"妮娅·瓦达拉斯,迈克尔·康斯坦丁,莱妮·卡赞,安德列·马丁,路易·曼迪勒,约翰·考伯特",95 分钟,"喜剧,爱情","美国,加拿大"
4244,4244,铁面人 The Man in the Iron Mask,7.2,18270,1998,兰道尔·华莱士,兰道尔·华莱士,"莱昂纳多·迪卡普里奥,杰瑞米·艾恩斯,约翰·马尔科维奇,热拉尔·德帕迪约,加布里埃尔·伯恩,安娜·帕里约,休·劳瑞",132 分钟,"剧情,动作,历史,冒险","英国,美国"
